name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-16,25.2,16.8,21.3,25.2,16.8,21.3,14.2,65,0,0,0,,0,0,15.1,17,347.2,1017.5,36.8,10,407.6,35.2,10,10,2023-01-16T07:06:03,2023-01-16T17:50:24,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-17,29,17.8,22.2,28,17.8,22.2,14.8,65.2,0,0,0,,0,0,21.6,20.7,77.5,1015,33.3,9,397.5,34.2,9,10,2023-01-17T07:05:59,2023-01-17T17:51:10,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-18,23,21.4,22.2,23,21.4,22.2,13.9,60.1,0.5,100,12.5,rain,0,0,37.8,33.5,272.4,1015.5,40.5,9.8,358.2,30.8,9,10,2023-01-18T07:05:52,2023-01-18T17:51:56,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-19,24,19.4,21.8,24,19.4,21.8,12.7,56.6,0.1,100,4.17,rain,0,0,32.8,25.5,295.9,1017.8,40,10,108.4,9.3,5,10,2023-01-19T07:05:45,2023-01-19T17:52:42,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-20,24.6,15.2,20.1,24.6,15.2,20.1,9.9,53.9,0,0,0,,0,0,33.5,23.8,56.8,1019.2,26.6,9.9,141.6,12.3,7,10,2023-01-20T07:05:36,2023-01-20T17:53:28,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-21,24.5,15.3,20,24.5,15.3,20,8.8,49.6,0,0,0,,0,0,30.6,23.1,54.2,1019.4,13.3,10,336.3,29,8,10,2023-01-21T07:05:25,2023-01-21T17:54:13,0.98,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-22,24.6,14.8,19.8,24.6,14.8,19.8,9.1,51.4,0,0,0,,0,0,31.3,27.1,60.1,1018.8,10.7,10,151.5,12.9,7,10,2023-01-22T07:05:13,2023-01-22T17:54:59,0,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-23,24.1,17.2,19.3,24.1,17.2,19.3,10.6,58.1,0.5,100,16.67,rain,0,0,38.5,22.2,102.6,1018.8,37,9.9,271.7,23.5,7,10,2023-01-23T07:05:00,2023-01-23T17:55:45,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-24,24.6,14.7,19.4,24.6,14.7,19.4,9.9,55.3,0.1,100,4.17,rain,0,0,42.5,26.2,87.9,1018.7,22.6,10,345.8,29.8,10,10,2023-01-24T07:04:45,2023-01-24T17:56:31,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-25,22,15.4,18.5,22,15.4,18.5,10.6,61.2,1.3,100,16.67,rain,0,0,180,32.7,103.4,1018.4,62.7,9.8,380,32.8,10,10,2023-01-25T07:04:28,2023-01-25T17:57:16,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
